"target","contrast","adj.pval","maxdeltaPS","log2FC","up.down"
"AT1G01550","SETI_WT.E-SETI_WT.mock",0.00142374774209629,0.373817463313279,1.31537980341593,"up-regulated"
"AT1G01550","SETI_WT.P-SETI_WT.mock",0.00252293351573991,0.343381610602394,1.54008756844117,"up-regulated"
"AT1G01550","SETI_WT.PE-SETI_WT.mock",0.00441461988991365,-0.366313083863557,1.41634057993603,"up-regulated"
"AT1G01690","SETI_WT.E-SETI_WT.mock",0.00997204959714847,0.368793772192439,2.55313780469452,"up-regulated"
"AT1G02350","SETI_WT.P-SETI_WT.mock",0.00715840413804169,-0.804391706060032,-2.55368787192152,"down-regulated"
"AT1G03100","SETI_WT.PE-SETI_WT.E",0.003112724299213,0.718075105365536,-1.03742447000133,"down-regulated"
"AT1G04080","SETI_WT.P-SETI_WT.mock",0.000104876318670499,0.242307013377873,0.4463613763722,"up-regulated"
"AT1G04080","SETI_WT.PE-SETI_WT.mock",0.00917729679755841,0.19003226036907,0.466025003423675,"up-regulated"
"AT1G05670","SETI_WT.PE-SETI_WT.E",0.00840673399881934,0.520579985029887,0.0839181484159175,"up-regulated"
"AT1G06820","SETI_WT.PE-SETI_WT.mock",0.00605847359927923,0.277905614146915,-0.496859284571464,"down-regulated"
"AT1G07728","SETI_WT.P-SETI_WT.mock",0.00629348449014255,0.285811599424923,-0.037986057190845,"down-regulated"
"AT1G08630","SETI_WT.E-SETI_WT.mock",0.00727402214422857,1,5.60789342470821,"up-regulated"
"AT1G08630","SETI_WT.PE-SETI_WT.mock",0.00519185005996171,1,5.82246102762422,"up-regulated"
"AT1G08970","SETI_WT.P-SETI_WT.mock",0.000577471635046553,0.113070681755416,0.106944147736846,"up-regulated"
"AT1G09710","SETI_WT.P-SETI_WT.E",0.00992984000974064,1,-1.9478494377541,"down-regulated"
"AT1G10120","SETI_WT.PE-SETI_WT.mock",0.00502962330349892,-0.728383923847044,-0.831529876261287,"down-regulated"
"AT1G11130","SETI_WT.P-SETI_WT.E",0.00226882918837046,-1,-3.37320176122389,"down-regulated"
"AT1G11130","SETI_WT.P-SETI_WT.mock",0.000359537261708541,-1,-3.63606859737932,"down-regulated"
"AT1G12440","SETI_WT.P-SETI_WT.mock",3.04924245085729e-06,0.46207345418241,0.489119932331593,"up-regulated"
"AT1G12440","SETI_WT.PE-SETI_WT.mock",0.000261002099716491,0.385462325604003,0.379159023917193,"up-regulated"
"AT1G13000","SETI_WT.PE-SETI_WT.E",0.000701628727822397,-0.146302882282441,-0.183183936559651,"down-regulated"
"AT1G13000","SETI_WT.PE-SETI_WT.mock",5.16724113835989e-05,0.122840894480931,0.859729292119696,"up-regulated"
"AT1G14270","SETI_WT.E-SETI_WT.mock",0.000473135342416069,0.219290345867576,0.0712146275613366,"up-regulated"
"AT1G14270","SETI_WT.P-SETI_WT.mock",0.00827079169401723,0.267973720123968,-1.06315710742499,"down-regulated"
"AT1G14650","SETI_WT.P-SETI_WT.E",0.00896488170754965,-0.549279806366641,0.343636009213064,"up-regulated"
"AT1G14650","SETI_WT.P-SETI_WT.mock",0.00246233863938879,0.447934483026424,0.308544843123959,"up-regulated"
"AT1G14650","SETI_WT.PE-SETI_WT.mock",0.00863665651053719,0.337296344886759,0.204657635726249,"up-regulated"
"AT1G14700","SETI_WT.P-SETI_WT.E",0.00376774190531298,1,-3.09420211658406,"down-regulated"
"AT1G15410","SETI_WT.PE-SETI_WT.mock",0.00398371589162501,-0.947786459771828,-2.13522453558466,"down-regulated"
"AT1G16090","SETI_WT.P-SETI_WT.mock",0.00223272908175008,-0.258244464318895,6.15102195994653,"up-regulated"
"AT1G16090","SETI_WT.PE-SETI_WT.mock",0.004058776693262,-0.258244464318895,5.94981540657408,"up-regulated"
"AT1G17090","SETI_WT.E-SETI_WT.mock",0.00168574539866426,-0.826824901615598,-0.616124786165296,"down-regulated"
"AT1G17350","SETI_WT.P-SETI_WT.mock",0.00904501284689813,0.75600418306308,-1.28551197689296,"down-regulated"
"AT1G17850","SETI_WT.E-SETI_WT.mock",0.00924550532504836,0.464837023585456,-0.320910115720723,"down-regulated"
"AT1G20380","SETI_WT.P-SETI_WT.mock",0.00454197872005679,-0.615442503946041,-2.37403371321175,"down-regulated"
"AT1G26090","SETI_WT.E-SETI_WT.mock",0.000256637962395604,0.279873872913774,0.306539181979043,"up-regulated"
"AT1G27180","SETI_WT.PE-SETI_WT.E",0.000701628727822397,-0.613687768268714,-0.329386996753255,"down-regulated"
"AT1G27180","SETI_WT.PE-SETI_WT.mock",0.00039800338484667,-0.613225869504027,0.155398121736526,"up-regulated"
"AT1G27520","SETI_WT.PE-SETI_WT.mock",0.00905369248781512,0.31772546392692,-0.216369152550576,"down-regulated"
"AT1G27700","SETI_WT.P-SETI_WT.E",0.000418806911580177,0.102895123256591,0.359213761756167,"up-regulated"
"AT1G30520","SETI_WT.P-SETI_WT.E",0.0077446719070411,-0.924552235685445,-2.09053896631456,"down-regulated"
"AT1G30520","SETI_WT.P-SETI_WT.mock",0.00216285258384716,-0.75646932069401,-3.22552684634604,"down-regulated"
"AT1G32190","SETI_WT.P-SETI_WT.mock",0.00286219101039029,1,-3.40391439206545,"down-regulated"
"AT1G49032","SETI_WT.P-SETI_WT.E",0.00189008030647789,-0.14805082248147,1.31168473046593,"up-regulated"
"AT1G49032","SETI_WT.P-SETI_WT.mock",0.000546576522468445,-0.14805082248147,1.38507136740407,"up-regulated"
"AT1G49630","SETI_WT.P-SETI_WT.E",0.000399280445712484,1,-2.3015468641745,"down-regulated"
"AT1G49630","SETI_WT.P-SETI_WT.mock",8.9709542579602e-06,1,-2.19196811947567,"down-regulated"
"AT1G51645","SETI_WT.E-SETI_WT.mock",0.00418520999818069,-0.289777734520251,0.885983605032088,"up-regulated"
"AT1G51645","SETI_WT.P-SETI_WT.mock",0.000104876318670499,0.40235934074707,0.696162868731292,"up-regulated"
"AT1G51645","SETI_WT.PE-SETI_WT.mock",0.000345111101491277,0.363383574948246,0.53245367862484,"up-regulated"
"AT1G52500","SETI_WT.E-SETI_WT.mock",0.00684229606258227,-0.133763183715728,0.250902719966501,"up-regulated"
"AT1G53165","SETI_WT.P-SETI_WT.mock",0.00260714113686437,-0.288539639581621,1.68292609541497,"up-regulated"
"AT1G53990","SETI_WT.P-SETI_WT.E",0.0077446719070411,-1,1.47258732627731,"up-regulated"
"AT1G54380","SETI_WT.PE-SETI_WT.mock",0.004058776693262,0.183391982422981,0.464205341862246,"up-regulated"
"AT1G56145","SETI_WT.P-SETI_WT.E",0.000399280445712484,-0.583300888402143,0.972318488607002,"up-regulated"
"AT1G56145","SETI_WT.P-SETI_WT.mock",4.7817448487045e-07,-0.709660739007511,2.33225901841435,"up-regulated"
"AT1G56145","SETI_WT.PE-SETI_WT.E",0.00995123084745795,-0.610306787418997,0.881615441922575,"up-regulated"
"AT1G56145","SETI_WT.PE-SETI_WT.mock",9.58937756211154e-06,-0.736666638024365,2.24155597172992,"up-regulated"
"AT1G58590","SETI_WT.E-SETI_WT.mock",0.000845468392210593,0.163137213284455,0.117638481242185,"up-regulated"
"AT1G58590","SETI_WT.PE-SETI_WT.mock",0.0023849987927327,0.17901211057345,0.377867389203827,"up-regulated"
"AT1G61430","SETI_WT.P-SETI_WT.mock",0.0003310869340648,-0.330936651462339,1.7298833918713,"up-regulated"
"AT1G63020","SETI_WT.E-SETI_WT.mock",0.000631099942763705,1,0.130840319989127,"up-regulated"
"AT1G63020","SETI_WT.P-SETI_WT.E",0.000399280445712484,-1,0.66290292087157,"up-regulated"
"AT1G63020","SETI_WT.PE-SETI_WT.E",0.000422126510851879,-1,0.742076179807154,"up-regulated"
"AT1G63830","SETI_WT.E-SETI_WT.mock",2.00938492677532e-08,-0.48187191258624,2.36888480902908,"up-regulated"
"AT1G63830","SETI_WT.P-SETI_WT.mock",0.00711838889253892,0.311459784133784,2.36252074896822,"up-regulated"
"AT1G63830","SETI_WT.PE-SETI_WT.mock",0.00303548088229953,-0.351580344287056,2.23601478556738,"up-regulated"
"AT1G64150","SETI_WT.P-SETI_WT.mock",0.00211204240764993,0.100269022115861,-0.726978773603349,"down-regulated"
"AT1G64760","SETI_WT.P-SETI_WT.mock",0.00774222167061627,0.548812879322814,0.723197288564824,"up-regulated"
"AT1G66260","SETI_WT.E-SETI_WT.mock",6.63550422047907e-05,0.15196620960794,0.719979291192994,"up-regulated"
"AT1G66460","SETI_WT.PE-SETI_WT.E",0.000425243976326855,-1,0.519014813357789,"up-regulated"
"AT1G67500","SETI_WT.E-SETI_WT.mock",0.00414149660289276,-0.759836190106549,-0.170471866631052,"down-regulated"
"AT1G67500","SETI_WT.P-SETI_WT.E",0.00621279515504669,0.936609790309906,-0.0729756769937846,"down-regulated"
"AT1G67560","SETI_WT.P-SETI_WT.mock",0.0062940254392253,0.147517017113348,-1.07673150616061,"down-regulated"
"AT1G68920","SETI_WT.P-SETI_WT.mock",0.00454197872005679,0.510885012490048,-1.14097313620984,"down-regulated"
"AT1G69420","SETI_WT.E-SETI_WT.mock",0.00293443217241545,0.228949638956495,-0.562977581326054,"down-regulated"
"AT1G69420","SETI_WT.P-SETI_WT.mock",0.000210481938694329,0.612881272698975,-2.18277073493181,"down-regulated"
"AT1G70410","SETI_WT.P-SETI_WT.E",0.00855258583395114,0.131657028081134,0.48234244225321,"up-regulated"
"AT1G70410","SETI_WT.P-SETI_WT.mock",0.00684848873626678,0.122505385333844,0.631049788821351,"up-regulated"
"AT1G72250","SETI_WT.PE-SETI_WT.mock",0.00130341578199105,-1,2.34822429259633,"up-regulated"
"AT1G75300","SETI_WT.P-SETI_WT.mock",0.00700640081301426,-1,-1.78802591152923,"down-regulated"
"AT2G01830","SETI_WT.E-SETI_WT.mock",0.000147276575983033,-0.766267220551299,-1.05883193378767,"down-regulated"
"AT2G01830","SETI_WT.PE-SETI_WT.mock",0.00840532491068145,0.776457699556732,-2.80593712000143,"down-regulated"
"AT2G01860","SETI_WT.P-SETI_WT.mock",0.00102896751079164,0.348108986617705,-1.63578018914457,"down-regulated"
"AT2G02080","SETI_WT.P-SETI_WT.mock",0.00443453568279465,0.249797198314866,-2.6119452249512,"down-regulated"
"AT2G04378","SETI_WT.P-SETI_WT.mock",0.000577471635046553,-0.21315479160432,0.804883671668007,"up-regulated"
"AT2G04430","SETI_WT.E-SETI_WT.mock",0.00160141199296285,-0.64733394743599,3.91235135353328,"up-regulated"
"AT2G04430","SETI_WT.PE-SETI_WT.mock",0.00300639470542389,-0.620446774253867,3.40048351133303,"up-regulated"
"AT2G13800","SETI_WT.P-SETI_WT.mock",3.00106257385183e-05,-0.506343658072331,2.40193874695173,"up-regulated"
"AT2G13800","SETI_WT.PE-SETI_WT.mock",0.00711012325566334,-0.471835206205351,2.0579432776276,"up-regulated"
"AT2G16380","SETI_WT.PE-SETI_WT.mock",0.0093594610007241,-0.196347131477264,0.392388318706601,"up-regulated"
"AT2G16940","SETI_WT.P-SETI_WT.mock",0.00993378544533065,0.197735078294652,0.33742056795573,"up-regulated"
"AT2G20000","SETI_WT.PE-SETI_WT.E",0.00239764545260963,-0.294753405391215,-0.0989126566382561,"down-regulated"
"AT2G20950","SETI_WT.P-SETI_WT.mock",0.000990492267797707,-0.267758272961385,0.967333198288653,"up-regulated"
"AT2G20950","SETI_WT.PE-SETI_WT.mock",0.00410548646979525,0.204617642106221,1.15612505332076,"up-regulated"
"AT2G21070","SETI_WT.PE-SETI_WT.mock",0.00801505687212719,0.539086776141626,-1.20398431539499,"down-regulated"
"AT2G21540","SETI_WT.PE-SETI_WT.E",0.000248716885221524,0.145881161352043,0.174864660385495,"up-regulated"
"AT2G25470","SETI_WT.P-SETI_WT.mock",0.00106984544830602,-0.960172240305025,3.72420431496856,"up-regulated"
"AT2G25590","SETI_WT.E-SETI_WT.mock",0.00169444291051408,-0.430391761526462,-0.530321253230282,"down-regulated"
"AT2G25590","SETI_WT.P-SETI_WT.mock",9.53623723369746e-05,-0.430391761526462,-0.861400520172802,"down-regulated"
"AT2G25590","SETI_WT.PE-SETI_WT.E",0.00338198020443356,0.615245526328085,-0.186058998132862,"down-regulated"
"AT2G26590","SETI_WT.P-SETI_WT.mock",0.00081244522631798,-0.202151802220401,0.446203310744361,"up-regulated"
"AT2G26980","SETI_WT.E-SETI_WT.mock",0.00285290267146634,0.173033127026199,-0.507234666228024,"down-regulated"
"AT2G26980","SETI_WT.P-SETI_WT.mock",0.00200924681978875,0.178585679667173,-0.689964087194761,"down-regulated"
"AT2G27350","SETI_WT.PE-SETI_WT.E",0.000422126510851879,0.167160012143138,-0.0300581660747898,"down-regulated"
"AT2G28940","SETI_WT.E-SETI_WT.mock",0.00285290267146634,-0.30467703280849,1.45739457306583,"up-regulated"
"AT2G31530","SETI_WT.PE-SETI_WT.mock",0.00322014775964759,0.251607479813011,-0.382121607747358,"down-regulated"
"AT2G31800","SETI_WT.PE-SETI_WT.mock",0.00952207749081146,-0.146594549023736,1.07423438439949,"up-regulated"
"AT2G32500","SETI_WT.E-SETI_WT.mock",0.000255015446345572,0.126421452208624,0.168092196981643,"up-regulated"
"AT2G33620","SETI_WT.P-SETI_WT.mock",0.00291393833664392,0.202228358504289,-0.380610549793848,"down-regulated"
"AT2G35350","SETI_WT.P-SETI_WT.E",0.00855258583395114,1,-0.272469674607473,"down-regulated"
"AT2G36120","SETI_WT.P-SETI_WT.E",0.000115120796160184,-0.676794815660117,0.283792635703527,"up-regulated"
"AT2G36120","SETI_WT.P-SETI_WT.mock",0.00200129104295828,-0.508400647172039,0.634967960404516,"up-regulated"
"AT2G38185","SETI_WT.P-SETI_WT.mock",0.000262977898457359,0.699971997453506,0.230189674014341,"up-regulated"
